PERIMETRE_SUPERIOR,APB_ID,NUMERO_PLANTES,US_EDIFICACIO,TIPUS_EDIFICACIO,LIT_DENOMINACIO,DENOMINACIO_TEXT,SEQENTITAT,SW_URN,DENOMINACIO_ANG,PUNT_BASE_ANG
"POLYGON ((2.158530168 41.336050533,2.158435336 41.335835855,2.158696354 41.335770358,2.158760528 41.335915651,2.158824026 41.335899712,2.158854685 41.335969105,2.158530168 41.336050533))","36247074",,Oficines,Edifici principal,,,"251238",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36247074,,-0.419
"POLYGON ((2.159475159 41.33580013,2.159242714 41.335858461,2.1592144 41.335794363,2.159446846 41.335736042,2.159475159 41.33580013))","36246930",,Oficines,Edifici principal,,,"251237",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36246930,,-0.418
"POLYGON ((2.159425282 41.336066581,2.159481874 41.336052374,2.159494834 41.336081734,2.159446012 41.336093989,2.15943413 41.336096974,2.159432817 41.336094055,2.159421481 41.336067535,2.159425282 41.336066581))","36189322",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251217",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36189322,,-0.418
"POLYGON ((2.15974614 41.336792998,2.159802732 41.336778791,2.159815693 41.336808151,2.15976687 41.336820406,2.159754988 41.336823391,2.159753675 41.336820472,2.159742339 41.336793952,2.15974614 41.336792998))","36188003",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251206",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36188003,,-0.418
"POLYGON ((2.159255945 41.336049005,2.159234425 41.336000297,2.159272985 41.335990625,2.159294492 41.336039333,2.159255945 41.336049005))","36189397",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251218",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36189397,,-0.418
"POLYGON ((2.158914996 41.3361406,2.158971135 41.336267702,2.158588742 41.33636365,2.158532604 41.336236548,2.158914996 41.3361406))","36188858",,Instal·lacions de serveis,Edifici principal,,,"251212",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36188858,,-0.418
"POLYGON ((2.158658877 41.336988677,2.158647171 41.336962182,2.15879231 41.33692577,2.158804016 41.336952257,2.158658877 41.336988677))","36187600",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251201",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36187600,,-0.418
"POLYGON ((2.160871713 41.337201996,2.160841772 41.337134212,2.160881422 41.33712426,2.160911363 41.337192053,2.160871713 41.337201996))","36246209","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251231",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36246209,,-0.417
"POLYGON ((2.158956095 41.337113216,2.159761162 41.336911206,2.15979857 41.336995907,2.159836697 41.337082226,2.159877276 41.337174093,2.159072218 41.337376095,2.158956095 41.337113216))","36187429",,Instal·lacions de serveis,Edifici principal,,,"251197",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36187429,,-0.418
"POLYGON ((2.158808934 41.337815356,2.158868198 41.337949524,2.158785981 41.337970155,2.158767493 41.337928279,2.158723261 41.337939377,2.158682498 41.337847076,2.158717953 41.337838183,2.158808934 41.337815356))","36247888",,Instal·lacions de serveis,Edifici principal,,,"251240",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36247888,,-0.418
"POLYGON ((2.158045246 41.336117708,2.158000897 41.336017291,2.158308916 41.335940005,2.158353266 41.336040422,2.158045246 41.336117708))","36247221",,Instal·lacions de serveis,Edifici principal,,,"251239",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36247221,,-0.419
"POLYGON ((2.160183078 41.336277238,2.160078055 41.336039492,2.160178062 41.336014396,2.160283085 41.336252143,2.160183078 41.336277238))","36246539",,Instal·lacions de serveis,Edifici principal,,,"251235",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36246539,,-0.418
"POLYGON ((2.160628915 41.336630443,2.160573918 41.336644238,2.160538588 41.336564254,2.160593586 41.33655045,2.160628915 41.336630443))","36246421",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251234",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36246421,,-0.418
"POLYGON ((2.160365672 41.336696018,2.160223728 41.336374691,2.160431787 41.336322486,2.160573732 41.336643813,2.160365672 41.336696018))","36246404",,Instal·lacions de serveis,Edifici principal,,,"251233",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36246404,,-0.418
"POLYGON ((2.160686194 41.337026654,2.160570716 41.336765232,2.160681155 41.336737518,2.160796633 41.336998941,2.160686194 41.337026654))","36246236",,Instal·lacions de serveis,Edifici principal,,,"251232",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36246236,,-0.417
"POLYGON ((2.160840405 41.337223062,2.160800754 41.337233015,2.160765006 41.337152101,2.160804668 41.337142157,2.160840405 41.337223062))","36246182","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251230",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36246182,,-0.417
"POLYGON ((2.160752239 41.337190533,2.160723523 41.337197737,2.160705045 41.337155915,2.160733772 41.337148711,2.160752239 41.337190533))","36246170",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251229",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36246170,,-0.417
"POLYGON ((2.160777499 41.337247717,2.160748783 41.33725493,2.160730305 41.337213108,2.160759033 41.337205895,2.160777499 41.337247717))","36246153",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251228",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36246153,,-0.417
"POLYGON ((2.159293629 41.336158569,2.159254702 41.336070443,2.159311401 41.33605621,2.159350329 41.336144346,2.159293629 41.336158569))","36245680",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251226",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36245680,,-0.418
"POLYGON ((2.159801537 41.336355317,2.159851883 41.336342686,2.159889255 41.336427288,2.15983891 41.336439919,2.159801537 41.336355317))","36245663","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251225",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36245663,,-0.418
"POLYGON ((2.159430525 41.336023166,2.159482369 41.336010159,2.159492716 41.3360336,2.159440884 41.336046607,2.159430525 41.336023166))","36189824",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251224",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36189824,,-0.418
"POLYGON ((2.158338031 41.336262258,2.158326325 41.336235762,2.158471462 41.336199351,2.158483168 41.336225837,2.158338031 41.336262258))","36189706",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251223",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36189706,,-0.419
"POLYGON ((2.158977971 41.336135655,2.158938225 41.336145625,2.158909471 41.336080506,2.158949205 41.336070536,2.158977971 41.336135655))","36189597","1",Indeterminat,Edificació secundària o auxiliar,,,"251222",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36189597,,-0.418
"POLYGON ((2.159784222 41.336039682,2.159775151 41.336019177,2.159822883 41.336007194,2.159832683 41.336027641,2.159784222 41.336039682))","36189575",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251221",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36189575,,-0.418
"POLYGON ((2.159623422 41.335962196,2.159658349 41.335953434,2.159680844 41.336004365,2.159645918 41.336013136,2.159623422 41.335962196))","36189547",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251220",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36189547,,-0.418
"POLYGON ((2.159720421 41.336087578,2.159712709 41.336070146,2.159775536 41.336054382,2.159783235 41.336071823,2.159720421 41.336087578))","36189189",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251216",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36189189,,-0.418
"POLYGON ((2.158770954 41.336176461,2.158577066 41.336225109,2.158556778 41.336179175,2.158750666 41.336130527,2.158761826 41.336155776,2.158758529 41.336156608,2.158760271 41.336160539,2.158763557 41.336159707,2.158770954 41.336176461))","36189022",,Instal·lacions de serveis,Edifici principal,,,"251214",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36189022,,-0.418
"POLYGON ((2.15837884 41.336643523,2.158415121 41.33663442,2.15844456 41.336701075,2.158408279 41.336710178,2.15837884 41.336643523))","36188940","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251213",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36188940,,-0.419
"POLYGON ((2.158699688 41.337369943,2.15873597 41.33736084,2.15876541 41.337427495,2.158729128 41.337436598,2.158699688 41.337369943))","36188811","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251211",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36188811,,-0.418
"POLYGON ((2.1601224 41.337081733,2.160172746 41.337069102,2.16021012 41.337153704,2.160159774 41.337166335,2.1601224 41.337081733))","36188356","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251210",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36188356,,-0.418
"POLYGON ((2.160041282 41.336813994,2.16003357 41.336796562,2.160096397 41.336780798,2.160104097 41.336798239,2.160041282 41.336813994))","36188129",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251209",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36188129,,-0.418
"POLYGON ((2.160105083 41.336766098,2.160096013 41.336745593,2.160143744 41.33673361,2.160153545 41.336754057,2.160105083 41.336766098))","36188077",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251208",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36188077,,-0.418
"POLYGON ((2.159751382 41.336749583,2.159803227 41.336736576,2.159813574 41.336760017,2.159761742 41.336773024,2.159751382 41.336749583))","36187991",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251205",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36187991,,-0.418
"POLYGON ((2.159733522 41.336679257,2.159756552 41.336731389,2.159727632 41.336738637,2.159704614 41.336686513,2.159733522 41.336679257))","36187979",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251204",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36187979,,-0.418
"POLYGON ((2.159614486 41.336884986,2.159575557 41.33679686,2.159632258 41.336782628,2.159671186 41.336870763,2.159614486 41.336884986))","36187928",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251202",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36187928,,-0.418
"POLYGON ((2.159091805 41.33690288,2.158897915 41.336951528,2.158877627 41.336905595,2.159071516 41.336856946,2.159082677 41.336882195,2.15907938 41.336883027,2.159081122 41.336886958,2.159084407 41.336886126,2.159091805 41.33690288))","36187581",,Instal·lacions de serveis,Edifici principal,,,"251200",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36187581,,-0.418
"POLYGON ((2.159235849 41.336867018,2.159291988 41.33699412,2.158909591 41.33709007,2.158853452 41.336962968,2.159235849 41.336867018))","36187479",,Instal·lacions de serveis,Edifici principal,,,"251199",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36187479,,-0.418
"POLYGON ((2.159298824 41.336862073,2.159259077 41.336872043,2.159230323 41.336806924,2.159270057 41.336796955,2.159298824 41.336862073))","36187467","1",Indeterminat,Edificació secundària o auxiliar,,,"251198",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36187467,,-0.418
"POLYGON ((2.157656005 41.336460546,2.157870313 41.33640678,2.158612054 41.338086082,2.158397741 41.33813985,2.157656005 41.336460546))","36187035",,Instal·lacions de serveis,Edifici principal,,,"251196",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36187035,,-0.419
"POLYGON ((2.159799631 41.337606639,2.159738159 41.337467491,2.160301587 41.337325704,2.160363211 41.337465222,2.159799631 41.337606639))","36186796",,Instal·lacions de serveis,Edifici principal,,,"251195",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36186796,,-0.418
"POLYGON ((2.160418982 41.337445145,2.160359531 41.337310544,2.160458736 41.337285649,2.1605182 41.337420251,2.160418982 41.337445145))","36186748",,Instal·lacions de serveis,Edifici principal,,,"251194",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36186748,,-0.418
"POLYGON ((2.164381317 41.338233877,2.164373532 41.338207041,2.164443584 41.338195488,2.164451369 41.338222324,2.164381317 41.338233877))","35458096","1",Instal·lacions de serveis,Construccio Modular,,,"251192",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ35458096,,-0.416
"POLYGON ((2.153496662 41.330411155,2.153262739 41.330493377,2.153222344 41.330428063,2.153456267 41.33034585,2.153496662 41.330411155))","36307581","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251242",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ36307581,,-0.421
"POLYGON ((2.141294122 41.308624446,2.141296639 41.308624717,2.14130382 41.308631914,2.141303461 41.308633803,2.141292015 41.308640302,2.14128951 41.308640031,2.141282329 41.308632843,2.141282676 41.308630945,2.141294122 41.308624446))","41363028",,Seguretat,Construccio Modular,,,"251348",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41363028,,-0.427
"POLYGON ((2.15301928 41.334832738,2.153004204 41.334808226,2.153047567 41.33479307,2.153062643 41.334817591,2.15301928 41.334832738))","38217147","1",Instal·lacions de serveis,Construccio Modular,,,"251258",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ38217147,,
"POLYGON ((2.134351098 41.322788111,2.134237777 41.322827821,2.134236162 41.322825215,2.134134706 41.322660739,2.134248027 41.32262102,2.134349483 41.322785505,2.134351098 41.322788111))","38505545","1",Instal·lacions de serveis,Edifici principal,,,"251260",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ38505545,,-0.431
"POLYGON ((2.185413768 41.382160351,2.18543987 41.382171336,2.185425286 41.382190996,2.185399183 41.382180011,2.185413768 41.382160351))","38507649","1",Instal·lacions de serveis,Construccio Modular,,,"251261",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ38507649,,-0.405
"POLYGON ((2.15958189 41.334848617,2.159785397 41.334797848,2.159830983 41.334901651,2.159627476 41.33495242,2.15958189 41.334848617))","38680017","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251262",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ38680017,,-0.418
"POLYGON ((2.141259326 41.308589588,2.141261843 41.308589859,2.141269024 41.308597056,2.141268665 41.308598945,2.141257219 41.308605444,2.141254714 41.308605173,2.141247533 41.308597986,2.14124788 41.308596088,2.141259326 41.308589588))","41363010",,Seguretat,Construccio Modular,,,"251347",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41363010,,-0.427
"POLYGON ((2.137446539 41.305633718,2.137431843 41.305642049,2.13741002 41.305620186,2.137424715 41.305611847,2.137446539 41.305633718))","41396773","1",Seguretat,Construccio Modular,,,"251398",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41396773,,-0.429
"POLYGON ((2.140518114 41.307847065,2.140520631 41.307847336,2.140527811 41.307854532,2.140527452 41.307856421,2.140516006 41.30786292,2.140513501 41.307862649,2.14050632 41.307855462,2.140506668 41.307853564,2.140518114 41.307847065))","41364240",,Seguretat,Construccio Modular,,,"251364",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364240,,-0.427
"POLYGON ((2.142945353 41.310278493,2.14294787 41.310278764,2.142955051 41.310285961,2.142954692 41.31028785,2.142943246 41.310294349,2.142940741 41.310294078,2.142933559 41.310286891,2.142933907 41.310284993,2.142945353 41.310278493))","41361387",,Seguretat,Construccio Modular,,,"251315",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41361387,,-0.426
"POLYGON ((2.137626867 41.305531391,2.137612171 41.305539721,2.137590348 41.305517858,2.137605043 41.305509519,2.137626867 41.305531391))","41396749","1",Seguretat,Construccio Modular,,,"251396",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41396749,,-0.429
"POLYGON ((2.142552356 41.309884835,2.142554873 41.309885106,2.142562054 41.309892303,2.142561695 41.309894192,2.142550249 41.309900691,2.142547744 41.30990042,2.142540563 41.309893233,2.14254091 41.309891335,2.142552356 41.309884835))","41362634",,Seguretat,Construccio Modular,,,"251321",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41362634,,-0.426
"POLYGON ((2.144385924 41.31172147,2.144388441 41.311721741,2.144395622 41.311728937,2.144395263 41.311730826,2.144383817 41.311737326,2.144381312 41.311737055,2.14437413 41.311729868,2.144374477 41.31172797,2.144385924 41.31172147))","41359719",,Seguretat,Construccio Modular,,,"251288",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41359719,,-0.426
"POLYGON ((2.143155248 41.310488753,2.143157765 41.310489023,2.143164947 41.31049622,2.143164587 41.310498109,2.143153141 41.310504608,2.143150636 41.310504337,2.143143455 41.31049715,2.143143802 41.310495252,2.143155248 41.310488753))","41361340",,Seguretat,Construccio Modular,,,"251312",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41361340,,-0.426
"POLYGON ((2.147507456 41.31668111,2.14747787 41.316697898,2.147425435 41.316645382,2.147455009 41.316628595,2.147507456 41.31668111))","41414696","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251405",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41414696,,-0.424
"POLYGON ((2.138678731 41.306810581,2.138563285 41.306876104,2.138501527 41.306814228,2.138616972 41.306748714,2.138678731 41.306810581))","41405682","1",Oficines,Edificació secundària o auxiliar,,,"251404",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41405682,,-0.428
"POLYGON ((2.136876477 41.305438387,2.136803614 41.305479745,2.136749829 41.305425855,2.136704225 41.305380168,2.1367771 41.30533882,2.136876477 41.305438387))","41403515","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251403",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41403515,,-0.429
"POLYGON ((2.143050866 41.31038419,2.143053383 41.310384461,2.143060565 41.310391658,2.143060205 41.310393546,2.143048759 41.310400046,2.143046254 41.310399775,2.143039073 41.310392588,2.14303942 41.31039069,2.143050866 41.31038419))","41361322",,Seguretat,Construccio Modular,,,"251311",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41361322,,-0.426
"POLYGON ((2.143085664 41.310419038,2.143088181 41.310419309,2.143095363 41.310426506,2.143095003 41.310428395,2.143083557 41.310434894,2.143081052 41.310434623,2.143073871 41.310427436,2.143074218 41.310425538,2.143085664 41.310419038))","41361310",,Seguretat,Construccio Modular,,,"251310",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41361310,,-0.426
"POLYGON ((2.143434742 41.310768708,2.143437259 41.310768979,2.14344444 41.310776175,2.143444081 41.310778064,2.143432635 41.310784563,2.14343013 41.310784293,2.143422948 41.310777105,2.143423296 41.310775207,2.143434742 41.310768708))","41361293",,Seguretat,Construccio Modular,,,"251309",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41361293,,-0.426
"POLYGON ((2.143399943 41.31073386,2.14340246 41.310734131,2.143409642 41.310741327,2.143409283 41.310743216,2.143397836 41.310749715,2.143395331 41.310749445,2.14338815 41.310742257,2.143388497 41.310740359,2.143399943 41.31073386))","41361281",,Seguretat,Construccio Modular,,,"251308",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41361281,,-0.426
"POLYGON ((2.136407703 41.305336583,2.136477822 41.305296781,2.136579792 41.305398944,2.136509661 41.305438737,2.136407703 41.305336583))","41402035","1",Oficines,Edificació secundària o auxiliar,,,"251402",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41402035,,-0.429
"POLYGON ((2.137266222 41.305736055,2.137251527 41.305744385,2.137229703 41.305722522,2.137244399 41.305714183,2.137266222 41.305736055))","41396797","1",Seguretat,Construccio Modular,,,"251400",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41396797,,-0.429
"POLYGON ((2.13735638 41.305684891,2.137341685 41.305693221,2.137319862 41.305671359,2.137334557 41.305663019,2.13735638 41.305684891))","41396785","1",Seguretat,Construccio Modular,,,"251399",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41396785,,-0.429
"POLYGON ((2.186849444 41.370095396,2.186813895 41.370100172,2.186810257 41.370083149,2.186845972 41.37007851,2.186849444 41.370095396))","42421863",,Instal·lacions de serveis,Construccio Modular,,,"487842",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ42421863,,-0.405
"POLYGON ((2.142427898 41.336325237,2.142431152 41.33632409,2.142432661 41.336326543,2.142429408 41.33632768,2.142535297 41.336499001,2.142538551 41.336497854,2.14254006 41.336500306,2.142536807 41.336501444,2.142389824 41.336553008,2.14238657 41.336554146,2.14238506 41.336551702,2.142388314 41.336550556,2.142282285 41.336379027,2.142279031 41.336380174,2.142277521 41.336377731,2.142280775 41.336376584,2.142427898 41.336325237))","43951254","1",Edifici oficial APB,Edifici principal,,,"632570",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ43951254,,-0.427
"POLYGON ((2.17884838 41.358836678,2.178875259 41.358826826,2.178911836 41.358883537,2.178884956 41.35889338,2.17884838 41.358836678))","43947692","1",Instal·lacions de serveis,Construccio Modular,Scaner,Scaner,"632687",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ43947692,123,-0.408
"POLYGON ((2.151043841 41.324662695,2.151064302 41.32463013,2.15113733 41.324700532,2.151171845 41.324712937,2.151122357 41.324791831,2.151043841 41.324662695))","44036886","1",Magatzem,Edificació secundària o auxiliar,,,"632738",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44036886,,-0.422
"POLYGON ((2.151398374 41.324906658,2.151410616 41.324886796,2.151481047 41.324911473,2.151468817 41.324931317,2.151398374 41.324906658))","44038237","1",Magatzem,Construccio Modular,,,"632881",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44038237,,-0.422
"POLYGON ((2.183362075 41.381229538,2.183178391 41.381210337,2.183188218 41.381162748,2.183370992 41.381182014,2.183362075 41.381229538))","49747386",,Instal·lacions de serveis,Carpa,,,"770661",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ49747386,,-0.406
"POLYGON ((2.183506305 41.381196998,2.183659703 41.38121947,2.183647741 41.381266558,2.183494152 41.381244058,2.183506305 41.381196998))","49747349",,Instal·lacions de serveis,Carpa,,,"770666",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ49747349,,-0.406
"POLYGON ((2.141202224 41.326973187,2.141180215 41.326937524,2.141250274 41.32691296,2.141272283 41.326948623,2.141202224 41.326973187))","44046125","2",,Construccio Modular,,,"633518",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44046125,,-0.427
"POLYGON ((2.18337452 41.381230806,2.183383497 41.381183328,2.183493582 41.381194936,2.183483755 41.381242525,2.18337452 41.381230806))","49747361",,Instal·lacions de serveis,Carpa,,,"770664",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ49747361,,-0.406
"POLYGON ((2.136513552 41.305906515,2.136492012 41.305884933,2.136506322 41.305876807,2.136527863 41.305898389,2.136513552 41.305906515))","41396725","1",Seguretat,Construccio Modular,,,"251394",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41396725,,-0.429
"POLYGON ((2.143365157 41.310699003,2.143367674 41.310699274,2.143374856 41.31070647,2.143374496 41.310708359,2.14336305 41.310714858,2.143360545 41.310714588,2.143353364 41.3107074,2.143353711 41.310705502,2.143365157 41.310699003))","41361269",,Seguretat,Construccio Modular,,,"251307",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41361269,,-0.426
"POLYGON ((2.143330359 41.310664146,2.143332876 41.310664416,2.143340057 41.310671613,2.143339698 41.310673502,2.143328252 41.310680001,2.143325747 41.31067973,2.143318565 41.310672543,2.143318913 41.310670645,2.143330359 41.310664146))","41361257",,Seguretat,Construccio Modular,,,"251306",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41361257,,-0.426
"POLYGON ((2.14364464 41.310978966,2.143647157 41.310979237,2.143654339 41.310986434,2.14365398 41.310988322,2.143642533 41.310994822,2.143640028 41.310994551,2.143632847 41.310987364,2.143633194 41.310985466,2.14364464 41.310978966))","41360786",,Seguretat,Construccio Modular,,,"251304",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41360786,,-0.426
"POLYGON ((2.136570794 41.30587403,2.136549254 41.305852448,2.136563564 41.305844323,2.136585104 41.305865904,2.136570794 41.30587403))","41396713","1",Seguretat,Construccio Modular,,,"251393",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41396713,,-0.429
"POLYGON ((2.136628035 41.305841536,2.136606495 41.305819954,2.136620806 41.305811829,2.136642346 41.30583341,2.136628035 41.305841536))","41396701","1",Seguretat,Construccio Modular,,,"251392",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41396701,,-0.429
"POLYGON ((2.136685289 41.305809051,2.136663749 41.30578747,2.136678059 41.305779344,2.136699599 41.305800925,2.136685289 41.305809051))","41396689","1",Seguretat,Construccio Modular,,,"251391",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41396689,,-0.429
"POLYGON ((2.136799772 41.305744072,2.136778232 41.305722491,2.136792542 41.305714365,2.136814082 41.305735947,2.136799772 41.305744072))","41396665","1",Seguretat,Construccio Modular,,,"251389",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41396665,,-0.429
"POLYGON ((2.139521386 41.306176931,2.139523767 41.306179326,2.139242318 41.306339064,2.139239925 41.306336668,2.139225627 41.306344794,2.138378444 41.305496057,2.138392731 41.305487949,2.138333214 41.305428287,2.138614661 41.305268552,2.138674662 41.305328667,2.138688972 41.305320541,2.139535696 41.306168813,2.139521386 41.306176931))","41395266","1",Magatzem,Edifici principal,,,"251387",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41395266,,-0.428
"POLYGON ((2.143575055 41.310909252,2.143577572 41.310909523,2.143584754 41.31091672,2.143584395 41.310918609,2.143572948 41.310925108,2.143570443 41.310924837,2.143563262 41.31091765,2.143563609 41.310915752,2.143575055 41.310909252))","41360762",,Seguretat,Construccio Modular,,,"251302",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41360762,,-0.426
"POLYGON ((2.143609854 41.310944109,2.143612371 41.31094438,2.143619552 41.310951577,2.143619193 41.310953466,2.143607747 41.310959965,2.143605242 41.310959694,2.14359806 41.310952507,2.143598408 41.310950609,2.143609854 41.310944109))","41360738",,Seguretat,Construccio Modular,,,"251300",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41360738,,-0.426
"POLYGON ((2.143244602 41.315498461,2.143524293 41.315276323,2.144395952 41.315898625,2.144242346 41.316020925,2.144376495 41.316116691,2.144249736 41.316216067,2.143244602 41.315498461))","44496866","3",Magatzem,Edifici principal,Llinás,Llinás,"637482",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44496866,,-0.426
"POLYGON ((2.174924207 41.36667654,2.174949105 41.366665792,2.174984766 41.366712689,2.17495988 41.366723428,2.174924207 41.36667654))","44958849","1",Seguretat,Construccio Modular,,,"636433",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44958849,,-0.41
"POLYGON ((2.17505931 41.366640298,2.175033225 41.366651298,2.17501861 41.366631647,2.175044695 41.366620646,2.17505931 41.366640298))","44958866",,Seguretat,Construccio Modular,,,"635651",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44958866,,-0.41
